Text,Date,Favorites,Retweets,Tweet ID
    "Also, tune in to the @TodayShow at 7:00am. I will be on to discuss the campaign, my new ads and #CrippledAmerica.",2015-11-04 18:24:55,2302,987,662047905520467968
    I will unveil my first campaign ads on @Morning_Joe at 6:30am tomorrow. Enjoy! #MakeAmericaGreatAgain,2015-11-04 18:24:03,2750,1322,662047688620417024
    "Wow! @FoxNews poll just came out. #1 with 26%! Almost as importantly, I am the strongest on economic issues by far! #Trump2016",2015-11-04 18:18:58,4418,1957,662046407113732096
    Just landed in New Hampshire - a very exciting morning planned!,2015-11-04 09:58:00,3302,1089,661920335328092160
    "Isn't it terrible that @megynkelly used a poll not used before (I.B.D.) when I was down, but refuses to use it now when I am up?",2015-11-04 08:28:10,5305,2065,661897728432173056
    #MakeAmericaGreatAgain #Trump2016pic.twitter.com/f9ujgy3NSk,2015-11-04 01:26:38,3557,1646,661791645088808960
    """@JoshuaEnglishh: @realDonaldTrump  every single real American needs to read #CrippledAmerica ! Beyond awesome I couldn't be more thrilled""",2015-11-04 01:13:47,1833,795,661788411578175488
    """@peter_smells: @realDonaldTrump Just read #CrippledAmerica! Great book! I haven't felt this enthusiastic about #America since #Reagan""",2015-11-04 01:07:53,1712,717,661786927381745664
    """@LeStudio1: DONALD TRUMP-CRIPPLED AMERICA
    The new book by @realDonaldTrump is best seller in the making.""",2015-11-04 01:03:16,1419,617,661785765790277632
    """@svn2hd: @realDonaldTrump Crippled AMERICA is a must read. So right. Great job on another best seller.""",2015-11-04 01:01:55,1404,585,661785427523846144
    """@JudgeMoroz: Republicans in Congress can learn a lot from @realDonaldTrump on dealing with Obama! They should read #CrippledAmerica!""",2015-11-04 00:54:19,1770,852,661783511393828864
    """@SJavner: Reading Crippled America ....feeling love for our country first, in it's pages. That's why I stand with TRUMP""",2015-11-04 00:53:03,1423,629,661783193629147136
    """@seanhannity: @realDonaldTrump on sending 50 Special Ops Forces troops to Syria: This country needs to be less predictable.”",2015-11-04 00:51:46,1662,723,661782872798416896
    """@DougDWiley: @realDonaldTrump I can't wait to read your new book! We are supporting you here in Boise Idaho!""",2015-11-03 23:27:34,1392,574,661761681845039104
    """@nbcsnl: Shooting promos for #TrumpOnSNL with Cecily and @realDonaldTrump. pic.twitter.com/K1JKOgHrhY""",2015-11-03 23:26:00,1652,691,661761285349093376
    """@Mr_Holtzworth: @realDonaldTrump Sarah Palin Defends Donald Trump's Immigration Plan On Fox News https://youtu.be/AfNPo87ql1g  via @YouTube""",2015-11-03 23:24:36,1546,789,661760933509914624
    """@JulesSiscoe: The Complete @realDonaldTrump Interview: Getting Things Done http://bloom.bg/1Q6WiPP  via @bpolitics""",2015-11-03 23:24:06,1335,652,661760807534010368
    """@David360NC: @adenunzio We finally have a voice with @realDonaldTrump , Let’s do our part & VOTE IN THE PRIMARY 4 #Trump2016 #TrumpArmy""",2015-11-03 23:23:52,1360,709,661760750520836096
    """@misstozak: @realDonaldTrump @seanhannity @OANN This says it ALL. TRUMP 2016. https://www.youtube.com/watch?v=4osI1p8-kG8 …""",2015-11-03 23:23:23,1264,652,661760627149578240
    """@TwallMa: @realDonaldTrump. He is a common sense powerhouse that gets things done! Excellent book! pic.twitter.com/sMoLTsiSAk""",2015-11-03 23:22:38,2307,950,661760438653308928
    """@norge1956: @realDonaldTrump http://www.breitbart.com/big-government/2015/11/03/marco-rubios-wall-street-sponsor-paul-singer-dumped-hundreds-of-thousands-into-common-core/ …""  Rubio wants Common Core for education.",2015-11-03 23:20:05,968,660,661759799340724225
    """@DJTrump2016: DONALD TRUMP FULL INTERVIEW: Fox and Friends (11-03-15) http://video.foxnews.com/v/4593816192001/donald-trump-sounds-off-about-republican-debate-reforms/Donald … #MakeAmericaGreatAgain #Trump2016""",2015-11-03 23:18:23,1111,543,661759371412664320
    """@ethansimmons111: @DanScavino @realDonaldTrump pic.twitter.com/d9QlsddCRy""",2015-11-03 23:17:54,1467,820,661759247559061504
    I will be on @SeanHannity tonight at 10pmE talking about my new book #CrippledAmerica and much more! #MakeAmericaGreatAgain #Trump2016,2015-11-03 16:54:54,2783,1361,661662863023603712
    Marco Rubio would keep Barack Obama’s executive order on amnesty intact. See article. Cannot be President.http://www.breitbart.com/big-government/2015/11/02/marco-rubio-jorge-ramos-will-keep-obamas-first-executive-amnesty-place-legislative-amnesty-enacted/ …,2015-11-03 10:47:01,2949,2218,661570281060835328
    """@LookerCherry: @realDonaldTrump The polls are for the news cycle. Trump is miles ahead and leaving all others in the dust, ""don't doubt me""",2015-11-03 09:51:44,2297,1090,661556370475524096
    """@realOllieTaylor: @realDonaldTrump @Freedomr@OANN Trump is the only one who can make America great again. Carson's sleepy, Jeb low energy.""",2015-11-03 09:50:12,1780,825,661555985232867328
    """@keksec_org: @realDonaldTrump Your performances in every state have been amazing! #MakeAmericaGreatAgain",2015-11-03 09:49:48,1485,682,661555885290967041
    .@CharlesGKoch is looking for a new puppet after Governor Walker and Jeb Bush cratered. He now likes Rubio--next fail.,2015-11-03 09:49:14,2217,1331,661555742193922050
    """@Freedomrings22: @realDonaldTrump I Trust @OANN 's polls They are actually really Fair and really balanced on all their news"" Iowa lead!",2015-11-03 09:44:06,1423,767,661554450511826944
    """@JayJohnsonLikes: @realDonaldTrump been here in line for two hours already. reading book while waiting. I'll see you at noon!""",2015-11-03 09:37:21,1241,535,661552752334659585
    """@TIMENOUT: @realDonaldTrump Book in hand waiting for The Next President pic.twitter.com/83tJMZUUIa""",2015-11-03 09:36:58,1756,809,661552655983108096
    """@freebird_Pepper: @realDonaldTrump is the only candidate speaking on the horrible treatment our vets are getting and he has solutions!",2015-11-03 09:36:39,1756,869,661552576320692224
    """@DianeHauschildt: @FoxNews @freelancer1787 @realDonaldTrump @RealBenCarson pic.twitter.com/0EVXJ7WW6C""",2015-11-03 09:34:12,1712,988,661551957300129792
    "Join me today, Nov 3rd, in #TrumpTowerNYC at noon. I'll be signing copies of my new book CRIPPLED AMERICA. Don't miss it!",2015-11-03 08:52:30,1821,746,661541465714253824
    """@NickEgoroff: BREAKING: Latest poll of Florida voters shows enormous lead for Trump! He'd beat Donald Trump! http://j.mp/1LNY1q9  #tcot""",2015-11-03 08:40:32,1954,1148,661538450835963904
    "I will be interviewed on @GMA at 7:00 A.M. and @foxandfriends at 7:50. Talking about my new book, out today, Crippled America.",2015-11-03 06:06:27,1928,836,661499677494390784
    """@HarpAmyStabler: @FS1 @realDonaldTrump @ColinCowherd this interview is great.""",2015-11-02 20:39:09,1237,507,661356909350490112
    """@kingster73: @realDonaldTrump Rubio is irresponsible on finances and doesn't show up for work! Who would hire him? Not the American People!",2015-11-02 20:38:57,2235,1101,661356860403015680
    """@TdavisTonya: @brucedhendrix @Poetry4Bitcoin  Nope. Trump isn't taking 2 weeks off to promote his book. Trump is donating all to charity""",2015-11-02 20:36:52,2047,1098,661356334068187136
    """@kemper34: @TheHerd @ColinCowherd @realDonaldTrump @FS1 Great interview. Ranks just above the @JimHarbaugh49 interview.""",2015-11-02 20:36:16,1124,474,661356183123591168
    """@theBrandonMcKee: Read all about the Wollman deal and many other successful deals in ""The Art of the Deal"" by @realDonaldTrump""",2015-11-02 20:35:39,1266,523,661356028336979968
    """@shelbycockaxe: @realDonaldTrump Trump is our last chance to turn this country around #Trump2016""",2015-11-02 20:35:24,1711,829,661355967846727680
    """@johndorlando1: @ArizonaLuke @realDonaldTrump @JoeTrippi @FoxNews his crowds are huge...hard to think he is going to lose.""",2015-11-02 20:34:49,1349,541,661355818785312768
    """@TrumpFix: @meganena13 @robertew2945 agreed Luisa. @realDonaldTrump WILL WIN! This is what he does!""",2015-11-02 20:33:08,1306,601,661355397333262337
    """@DDietlin3: @ColinCowherd fantastic job with your interview with @realDonaldTrump today!""",2015-11-02 20:31:55,1146,427,661355091509792768
    "Join me tomorrow, Nov. 3rd, at 12pm in #TrumpTowerNY. I’ll be signing copies of my new book CRIPPLED AMERICA.  Don’t miss it!",2015-11-02 17:12:04,1995,899,661304796188688384
    My interview with @jheil & @MarkHalperin at @WollmanRink airing at 5PM on @bpolitics.pic.twitter.com/qErQu7CeEH,2015-11-02 16:42:01,1644,808,661297234789711874
    .@megynkelly used this poll (nobody else did) when I was down—wonder if she’ll use it now that I’m up? http://news.investors.com/ibd-editorials-polls/103015-778378-donald-trump-leads-ben-carson-second-in-ibd-tipp-poll.htm?ref=HPLNews …,2015-11-02 13:31:09,2841,1554,661249199170801664
    .@CharlesMBlow  Why don’t you use new polls instead of the single ancient national poll that was a tiny bit negative. Dishonest reporting!,2015-11-02 13:21:51,2364,990,661246862029160449
    Meet me at @TrumpTowerNY and get your copy of my new book CRIPPLED AMERICA signed on 11/3 at 12pm!pic.twitter.com/9M0C0vc2fv,2015-11-02 11:07:01,3047,1404,661212929560322050
    Thank you Carl Higbie (former Navy Seal) for you support of my plan to straighten out the Veterans Administration-a mess!Great job @kilmeade,2015-11-02 08:31:58,2899,1406,661173906758352900
    """@trump_world: ""The MAN with a PLAN! Go Trump! We got your back! pic.twitter.com/zXl6SyiWdm"" DonaldTrump #MakeAmericaGreatAgain #Trump2016""",2015-11-02 08:18:45,7210,5250,661170580994064384
    """@Morning_Joe: Online poll: @realDonaldTrump 'best to handle economy' by far pic.twitter.com/SZvSzNzoIk""  Very true, thanks!",2015-11-02 07:26:50,3256,1875,661157516009697281
    """@taurus82409: @Morning_Joe   DONALD TRUMP is the absolute WINNER!! You ""heads"" try to talk around him, WHY, WHY??? Go TRUMP!""",2015-11-02 07:26:04,1677,713,661157323864457216
    ".@Morning_Joe: Marco only won the debate in the minds of desperate people. I won every on-line poll, even crazy @CNBC. Marco good looking?",2015-11-02 07:24:05,1778,830,661156823723036672
    Sirius National News at 7:30 A.M. Steve Bannon. @BreitbartNews,2015-11-02 06:42:56,1164,554,661146467504152576
    """@LandmanMarius: @realDonaldTrump @robmont777 @StrengthenTheUS @GOP WE ACCEPT THE BEST. We want Trump!""",2015-11-01 21:29:46,1574,669,661007262098571264
    """@DAMRON88: @realDonaldTrump @BornToBeGOP I sure in the hell hope so. Trump please make this country great again.""",2015-11-01 21:28:50,1511,642,661007024851959808
    """@Truth_or_Rumor: @realDonaldTrump It's not so much that Iran made a good deal, it's that Kerry and Obama gave away the store.""  O.K.!",2015-11-01 21:28:14,1793,948,661006872951054336
    """@Tar_Heel_73: @realDonaldTrump We shouldn't be surprised.No leadership in the White House.Glad @realDonaldTrump will #MakeAmericaGreatAgain",2015-11-01 21:27:31,1377,583,661006692453339136
    """@HenryTheZebra: @realDonaldTrump America needs you to start your 8-year shift a bit early to start fixing this disaster.""",2015-11-01 21:26:52,1716,707,661006528988729344
    """@TheNewsClub_US: RT  ""@robmo: @StrengthenTheUS @GOP @realDonaldTrump. We The People want Mr Trump… #RT #CNN #HBO pic.twitter.com/afbwQCvUDs""",2015-11-01 21:24:09,2017,1045,661005846990749696
    """@robmont777: @StrengthenTheUS @GOP @realDonaldTrump. We The People want Mr Trump to be our President!!! http://twitter.com/robmont777/status/661004236256219136/photo/1pic.twitter.com/rkppbgre0n "" Great pic",2015-11-01 21:19:03,2028,933,661004565425299456
    "Now that Iran ripped us off by making one of the best deals of any kind in history, they have just moved to block any imports from the U.S.",2015-11-01 21:17:37,3365,2278,661004204962656256
    """@BornToBeGOP: @realDonaldTrump 9 years from now we will thank President Trump for making us great again!"" Thank you!",2015-11-01 21:09:55,2140,916,661002264245596160
    "I will be on Sirius XM RADIO, National News Show, at 7:30 A.M. (Monday) hosted by the great Steve Bannon. @BreitbartNews",2015-11-01 21:07:42,1472,715,661001709322444800
    "Thank you @JoeTrippi for the nice, and true, words on #Media Buzz with terrific Howie Kurtz. Leading New Hampshire 30 to 12. @FoxNews",2015-11-01 20:54:57,1657,811,660998499153092608
    "While in politics it is often smart to send out false messages, one thing is clear:  That Donald Trump does not want to run against TRUMP.",2015-11-01 19:00:40,5448,2302,660969740236623872
    Join me Tuesday Nov. 3rd at 12 PM in #TrumpTower in NYC. I'll be signing copies of my book CRIPPLED AMERICA. Don't miss it!,2015-11-01 13:38:00,2534,1224,660888538473439232
    If Jeb Bush were more competent he could not have lost the skirmish with Marco in the debate. BAD facts for Marco if properly delivered!,2015-11-01 09:03:53,2948,1230,660819552259989504
    "Marco Rubio will not win. Weak on illegal immigration, strong on amnesty and has the appearance to killers of the world as a ""lightweight"".",2015-11-01 08:58:31,3787,1923,660818201765392384
    I told you in speeches months ago that Jeb and Marco do not like each other. Marco is too ambitious and very disloyal to Jeb as his mentor!,2015-11-01 08:52:09,2849,1318,660816598333333504
    "Jeb's new slogan - ""Jeb can fix it"". I never thought of Jeb as a crook! Stupid message, the word ""fix"" is not a good one to use in politics!",2015-11-01 08:48:26,3353,1614,660815666199592960
    "Anybody that believes in strong borders and stopping illegal immigration cannot vote for Marco Rubio  READ THIS: http://www.breitbart.com/immigration/2015/10/31/marco-rubios-new-billionaire-backer-top-funder-open-borders/ …""",2015-11-01 07:40:44,3116,2362,660798628315930625
    "Further proof that Gang of Eight member Marco Rubio is weak on illegal immigration is Paul Singer's, Mr. Amnesty, endorsement.Rubs can't win",2015-11-01 07:29:58,2906,1649,660795917973499904
    """@BellicWolf: @and_is_w Anyway, for me the most original costume was Donald Trump like President!!!!""",2015-11-01 07:19:08,1372,511,660793192615383040
    """@Michael_0000: [First Vote News Video | Mike Tyson Endorses Donald Trump for President] - http://gla.news/2015/10/first-vote-news-video-mike-tyson-endorses-donald-trump-for-president/ …""  Thanks Mike!",2015-11-01 07:17:51,1551,669,660792870497067008
    """@N_R_Mandela: @realDonaldTrump And you're still a negative loser and Trump is still a positive winner. I'm Black and proudly voting TRUMP!""",2015-11-01 01:15:59,2366,929,660686703359877120
    """@PaulaPedene: Trump Leads GOP, Carson Stays Strong, Rubio 3rd: Poll http://buff.ly/20jp5Fi """,2015-10-31 22:48:52,1833,896,660649680146178048
    """@PamelaJaneVP: Watch ""FULL Speech: Donald Trump MASSIVE Rally in Norfolk, VA (10-31-15)"" on YouTube - https://youtu.be/2MooA3gfH9w """,2015-10-31 22:32:07,1670,896,660645463448788992
    Gov. John Kasich has really failed on the campaign trail. I thought he would have been far more talented. He is just wasting time & money!,2015-10-31 22:31:01,2978,1231,660645187874590720
    """@SueSabo: MEDIA WANTS A PUPPET.WE WANT DONALD TRUMP TO MAKE AMERICA GREAT AGAIN, LAST CHANCE TO MAKE AMERICA GREAThttps://twitter.com/aduanebrown/status/658015621515362304 …",2015-10-31 19:40:39,2247,1194,660602313392971776
    """@TheMsDlr: Donald Trump Releases Plan to Reform Veterans Affairs - ABC News - http://abcn.ws/1Q1VefW  via @ABC""",2015-10-31 19:39:24,1899,1099,660601999445114881
    """@CBSNews: WATCH: Donald Trump holds rally at USS Wisconsin in Virginia http://cbsn.ws/1jZxFsd  pic.twitter.com/8FIDOPO37H""  A great day.",2015-10-31 19:36:45,2044,923,660601331078578178
    """@WayneDupreeShow: Trump:Our educational sys is ranked #28 in the world-Get rid of #CommonCore Watch LIVE and CHAT:http://newsninja2012.com/live-donald-trump-from-u-s-s-wisconsin-in-norfolk-va-oct-31-2015-12pm-et/ …",2015-10-31 19:35:19,1622,930,660600972201304064
    """@thehill: WATCH LIVE: Trump talks about treatment of veterans in Norfolk, Va. http://hill.cm/tIZ8oJH  pic.twitter.com/KVC8UbktDa""",2015-10-31 19:34:15,1411,708,660600700716584960
    """@costareports: The Post's latest on Trump: http://wpo.st/Vi9k0  From Trump's rally today in Virginia: https://twitter.com/KatyTurNBC/status/660510607649742848 …""",2015-10-31 19:33:20,1263,597,660600470591954944
    """@KatyTurNBC: This is the most focused Trump stump I've heard - really drilling down on vets issues here in Virginia.""",2015-10-31 19:33:08,1421,609,660600420855848960
    ".@thehill  John Oliver had his people call to ask me to be on his very boring and low rated show. I said ""NO THANKS"" Waste of time & energy!",2015-10-31 19:21:44,2681,1428,660597552023228416
    Few people know that  @FortuneMagazine is still in business. Tell your writer  Alisa Soloman that I left The Apprentice to run for president,2015-10-31 19:13:46,1832,816,660595546168627200
    """@DanielGenseric:  Another STRONG pro-American position with Dept of Veterans Affairs reform policy. #Trump2016 https://www.donaldjtrump.com/positions/veterans-administration-reforms …""",2015-10-31 18:56:54,1471,782,660591302711640064
    """@BorderWall: Floridian here I quit watching debates years ago & most TV except GATOR football until you decided to run for President""",2015-10-31 18:54:58,1382,559,660590818319814657
    """@sean_in_NH: @realDonaldTrump @realOllieTaylor so true. In all previous debates, no one watched and they were  cancelled""",2015-10-31 18:53:44,1072,472,660590507551248384
    """@twillnurse: @realDonaldTrump saw this and had to share! He wants to be you! Love it!!!! U r his HERO! pic.twitter.com/dL22Vuon6q"" So cute!",2015-10-31 18:53:06,4689,2084,660590347198849025
    """@SallyAvicii2014:  @realOllieTaylor Agree This is The Only Time #Americans have been More involved in President Elections since Kennedy!!!""",2015-10-31 18:52:07,1474,647,660590100116578304
    """@JodiL792: @realDonaldTrump I wouldn't be watching at all!!! Honestly!""",2015-10-31 18:50:24,950,419,660589667386040324
    """@antSTACKSgrieco: @realDonaldTrump you were great in it!!"" Thanks!",2015-10-31 18:50:13,948,398,660589621210910721
    """@realOllieTaylor: @realDonaldTrump no one would have watched the debates if Trump had not  been in them""",2015-10-31 18:37:46,1465,607,660586485935177728
    """@Rketeltas: @realDonaldTrump has won all three debates and all that matters is that Trump supporters know that & will vote Trump!"" THANKS!",2015-10-31 18:36:56,1456,646,660586279424405505
    """@shawnslawns4u: @terrykimk93 @WSJ this coming election is THE MOST IMPORTANT PRESIDENTIAL ELECTION in my lifetime VOTE FOR TRUMP""",2015-10-31 18:36:11,1432,685,660586087623081984
    """@danlifting: @realDonaldTrump I wouldn't watch it at all if Mr. trump was not on it. See u on your book signing on 11/3. Trump all the way.",2015-10-31 18:35:13,1126,490,660585844995174401
    """@hillx123: @realDonaldTrump #MakeAmericaGreatAgain https://twitter.com/DanScavino/status/660566273521270784 …"" Leading big Nationwide in Reuters poll - great!",2015-10-31 18:34:30,1007,506,660585665877417985
    No complaints but how many people would be watching these really dumb but record setting debates if I wasn't in them? Interesting question!,2015-10-31 18:31:29,2915,1251,660584908063117312
    """@terrykimk93: @realDonaldTrump @WSJ Go Trump GO Vote Trump!""",2015-10-31 18:25:33,1072,467,660583414362411008
    Thank you James Freeman of the @WSJ for the very nice words. All polls said I won the debate except NBC (3rd). Explain to Daniel Henninger!,2015-10-31 18:24:19,1323,623,660583102792769536
    #MakeAmericaGreatAgainpic.twitter.com/UWyANGV8IR,2015-10-31 15:24:09,3589,2155,660537761217314816
    "Support Coach Kennedy and his right, together with his young players, to pray on the football field. Liberty Institute just suspended him!",2015-10-31 15:17:45,4811,2843,660536151225315328
    Just left Virginia where I unveiled my healthcare and other plans for our great Veterans! They will be very happy! https://www.donaldjtrump.com/positions/veterans-administration-reforms …,2015-10-31 15:11:53,2916,1527,660534676851974144
    ".@ColinCowherd said such nice things about me during the debate that I thought I'd do his show, @TheHerd, on Monday (2:30pm EST).",2015-10-31 15:09:34,2691,1201,660534094493782016
    """@michael_favreau: @WSJ Evangelicals don't like lairs. This Carson Mannatech video and story show be shown in Iowa http://talkingpointsmemo.com/news/national-review-ben-carson-mannatech …""",2015-10-31 10:32:13,1250,667,660464296342757376
    """@Maxinerunner: @realDonaldTrump surges in Post-debate Poll! Trump puts US 1st and foremost  @BraveLad @TIMENOUT https://twitter.com/joenbc/status/660448072594554880 …""",2015-10-31 10:25:26,1417,755,660462589055533056
    """@MarshallFSmith: @LexingtonBobby @realDonaldTrump And its a Glorious Fall Day in Norfolk!! Knock'em dead Donald!"" Thanks!",2015-10-31 10:22:40,1311,562,660461891991543809
    """@WavRidr101: @realDonaldTrump DO A FLYOVER @NauticusNorfolk USS WISCONSIN!""  Cool idea, we will try!",2015-10-31 10:21:12,1256,532,660461521168949248
    The @WSJ Wall Street Journal loves to write badly about me. They better be careful or I will unleash big time on them. Look forward to it!,2015-10-31 10:18:46,3121,1635,660460909761069057
    Lifting off right now for U.S.S. Wisconsin in Norfolk. See ya',2015-10-31 10:10:51,2026,718,660458917005279232
    "I told you so-@politico just lost it's top person. Poor results and no money to pay him. If they were legit, they would be doing far better!",2015-10-31 09:48:06,2011,913,660453193806159872
    "I am leaving for Norfolk, Virginia - the great battleship U.S.S. Wisconsin - for a big rally and really big crowd. See you soon!",2015-10-31 08:28:51,2863,1175,660433250423341057
    "I see Marco Rubio just landed another billionaire to give big money to his Superpac, which are total scams. Marco must address him as ""SIR""!",2015-10-31 08:23:15,3945,2058,660431840776470528
    The new NBC POLL has me in first place but said I was third in the debate - I demand a recount (just kidding!). EVERY other poll had me #1.,2015-10-31 08:18:35,2821,1113,660430666727821312
    "Black Lives Matter protesters totally disrupt Donald Trump event. She looked lost. This is not what we need with ISIS, CHINA, RUSSIA etc.",2015-10-31 07:27:02,4627,2280,660417693758156800
    """@dalva1616: So true! Vote @realDonaldTrump and have America greatness back to where it belongs : The United States of America.",2015-10-31 07:20:11,1525,658,660415967386869760
    """@Hopeisalive66: We need a REAL change. @realDonaldTrump you are the only1who can stand up& #MakeAmericaGreatAgain.",2015-10-31 07:18:04,1326,497,660415435532345345
    "I am going to save Medicare and Medicaid, Carson wants to abolish, and failing candidate Gov. John Kasich doesn't have a clue - weak!",2015-10-31 00:30:23,4047,1771,660312839543005184
    "When candidate John Kasich, on the @oreillyfactor, talked about dismantling Medicare and Medicaid, he was referring to Ben Carson.",2015-10-31 00:20:52,1794,837,660310442137513984
    """@AnonymouSyndica: Donald Trump: I Think Obama ‘Hates Israel’ http://fb.me/7t6NrtcE1 """,2015-10-31 00:14:19,1453,714,660308795780939777
    """@Biracial_Chick: Trump Rights Ship on Immigration: Demands Disney Rehire Workers Replaced by Cheap Foreign Labor. http://bit.ly/1LHOhxD """,2015-10-31 00:12:38,1432,752,660308373720702976
    """@JackDix03868724: Arizona polls for Democrats only say they would prefer Donald Trump over Donald Trump 60%""",2015-10-30 23:52:11,1987,966,660303227653660673
    """@SandraOpines: @realDonaldTrump I LOVE watching Donald Trump in action. Free education. Just watch and learn. LOVE IT. #TrumpTrain"" Nice.",2015-10-30 23:47:32,1382,597,660302057128271873
    """@billboard: .@RodStewart on his (naked) ""young and carefree"" days and pal Donald Trump http://blbrd.cm/ednraL ""  Rod, album is great!",2015-10-30 23:42:38,1107,472,660300822471942144
    """@eonline: Who had the best Donald Trump Halloween costume--Kelly Ripa, Lara Spencer or Mario Batali? http://eonli.ne/1HhpHj7 """,2015-10-30 23:30:00,873,464,660297643806089217
    """@BornToBeGOP: @realDonaldTrump you are always many steps ahead of the game!"" Thank you.",2015-10-30 23:26:03,1373,549,660296649416318980
    """@jimmcvey1: @eddiern @DeusVultUSMC @deadeyemadoc @smithsj1 Trump is the closest thing to Gen.Patton that we will ever see again."" Cool!",2015-10-30 23:24:45,1441,651,660296323648921600
    """@dblack15nc: @realDonaldTrump http://news.investors.com/ibd-editorials-polls/103015-778378-donald-trump-leads-ben-carson-second-in-ibd-tipp-poll.htm … Republican is 28%; support for Carson is 23%.""  Poll used by @megynkelly last month",2015-10-30 23:23:14,1093,641,660295938431430656
    """@Roadstarr1: @realDonaldTrump @GovMikeHuckabee @FoxNews Mike Huckabee is a very nice gentleman and yes Donald you raised wonderful children",2015-10-30 21:58:47,1636,624,660274689630146560
    """@smithsj1: @realDonaldTrump Mr. Trump do you swear to provide for, protect and care for our soldiers, including Vets?""  YES, YES, YES!",2015-10-30 21:57:09,2378,1056,660274278198308864
    .@GovMikeHuckabee Great job on @FoxNews tonight. Thanks for your nice words about my children. Class!,2015-10-30 21:46:49,3397,1237,660271677788569600
    """@UnitedCitizen01: @DanScavino @realDonaldTrump Would be AWESOME moderators for next debate #RushLimbaugh #SeanHannity #MarkLevin""",2015-10-30 21:23:07,1852,945,660265713840594944
    """@Parker_Votes: Everyone under 10% in polls should DROP OUT and support TRUMP @realDonaldTrump https://twitter.com/Ktopsway5/status/660262774447185920 …""  Great idea!",2015-10-30 21:14:20,1731,809,660263502741962752
    """@teed_chris: DonaldTrump,NAME ONE CANDIDATE WHO CAN MAKE DEALS WITH CHINA ! IF WE DONT BRING JOBS BACK! WERE DEAD pic.twitter.com/u4qcXps6QB""",2015-10-30 20:57:03,2714,1419,660259153554862080
    Happy Birthday to my friend @garyplayer...https://instagram.com/p/9eeOpcGhe2/ ,2015-10-30 17:05:44,1259,481,660200940973203456
    Via The Political Insider: “Donald Trump Just Received The Best News Possible!”http://www.thepoliticalinsider.com/donald-trump-just-received-the-best-news-possible/?utm_source=twitterfeed&utm_medium=twitter …,2015-10-30 15:58:07,2175,1200,660183923205492737
    Donald Trump Leads Polls in Floridahttp://www.sunshinestatenews.com/story/donald-trump-leads-marco-rubio-Donald Trump-clinton-blowing-out-democrats-new-florida-poll …,2015-10-30 15:30:28,2249,1236,660176962477006848
    Super PACs should be disavowed by anyone running for President. They are a total scam on our system and country! I am self-funding.,2015-10-30 14:57:39,5100,2317,660168704047636480
    Thank you @rushlimbaugh for your wonderful words. We will #MakeAmericaGreatAgain,2015-10-30 14:36:13,2786,1214,660163313247100929
    "Happy Birthday to my wonderful daughter, @IvankaTrump.",2015-10-30 14:08:16,4505,1282,660156277805490176
    Thank you @Morning_Joe for explaining to @CNN and @andersoncooper and so many others that I am leading in almost all national & state polls.,2015-10-30 12:49:38,3107,1420,660136491176300544
    """@giatny:  Rubio an orator/liar like Obama but totally unqualified. Rubio visa bill did NOT protect American workers. See Disney.""",2015-10-30 10:38:19,2313,1286,660103443869208576
    """@FreeStateYank: ""The only way anybody's gonna beat Trump is being better than he is.""~@rushlimbaugh on @realDonaldTrump.""",2015-10-29 23:05:45,2434,1173,659929150921310208
    Thank you @CharlesHurt for  the nice words on @seanhannity. I will win and Make America Great Again!,2015-10-29 23:01:38,2535,1071,659928118090690560
    Loved doing the debate last night on @CNBC. Check out all of the polls! Everyone agrees that Harwood bombed!,2015-10-29 22:26:03,3698,1404,659919160340803585
    "Wow, just heard really bad stuff about the failing  @politico. How much longer  will they be around? Some very untalented reporters.",2015-10-29 22:06:03,3277,1393,659914129386418177
    My interview on @ThisWeekABC with @GStephanopoulos had a 40%+ ratings increase over same Sunday last year. 20% over last week.,2015-10-29 21:59:22,1868,769,659912445922844672
    "Post-Debate via @OANN. Thank you!
    #Trump2016 #MakeAmericaGreatAgainhttp://www.oann.com/post-debate-poll-shows-trump-rubio-and-cruz-are-the-top-three-debate-winners/ …",2015-10-29 16:23:32,2173,1167,659827931099754496
    I was #1 on Twitter -- and so positive. Thank you! http://mobile.reuters.com/article/idUSKCN0SN28I20151029 …,2015-10-29 16:20:58,3184,1232,659827285852225536
    "Join me Tuesday, Nov. 3rd at 12pm in Trump Tower NYC.  I’ll be signing copies of my new book CRIPPLED AMERICA.  Don’t miss it!",2015-10-29 13:57:55,2847,1313,659791287374053377
    """@ZankMatt: Another WIN! @realDonaldTrump https://twitter.com/realdonaldtrump/status/659753771791024128 …""",2015-10-29 12:01:58,1583,716,659762106602905600
    """@victoryorbust: The One, The Only, Donald Trump, will and can Make America Great Again !  @Reince @blewthebigone https://twitter.com/realDonaldTrump/status/659572294696603650 …""",2015-10-29 11:58:51,1637,710,659761323526389760
    """@Kotcha301: @realDonaldTrump I sleep better at night knowing u will soon be POTUS! pic.twitter.com/5gIjiPufMx"" Thank you.",2015-10-29 11:58:19,2683,1318,659761187328929792
    """@neraex: I'm not even american and I want to see @realDonaldTrump win! A person like him is going to set a new standard for world leaders!""",2015-10-29 11:57:44,2184,943,659761038946992128
    """@xXFlameriumXx:  @MikeandDawnNY Good job Mr. Trump. The way you respond shows that you truly are ready to be the next US president! #Trump""",2015-10-29 11:57:05,1577,674,659760878582022144
